Metric Name	Metric Tier	Mapped Function	Metric Data Source	Example Detailed Assessment as it "On" (only 1 metric per function)	Source	Metric Statement	Description	Method/Context	How To Measure	References	Stratification	Field Value 1	Index Value 1	Field Value 2	Index Value 2	Field Value 3	Index Value 3	Field Value 4	Index Value 4	Field Value 5	Index Value 5	Field Value 6	Index Value 6	Field Value 7	Index Value 7
Fish - P51 Wadeable & Warm and Warm-transitional Water	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Michigan SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Michigan SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		-10	0		0.29	-4	0.3	4	0.69		0.7	10	1		
Macroinvertebrate IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Forest Rivers	38.2	0		0.29	49	0.3		0.69	59.8	0.7	77	1		
Macroinvertebrate IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Forest Streams Riffle-run	40.4	0		0.29	53	0.3		0.69	65.6	0.7	82	1		
Macroinvertebrate IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Forest Streams Glide-pool	37	0		0.29	51	0.3		0.69	64.6	0.7	76	1		
Macroinvertebrate IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Coldwater	19.6	0		0.29	32	0.3		0.69	44.4	0.7	52	1		
Macroinvertebrate IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern Forest Streams Riffle-run	24	0		0.29	37	0.3		0.69	49.6	0.7	62	1		
Macroinvertebrate IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern Forest Streams Glide-pool	29.4	0		0.29	43	0.3		0.69	56.6	0.7	66	1		
Macroinvertebrate IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern Coldwater	29.2	0		0.29	43	0.3		0.69	56.8	0.7	72	1		
Macroinvertebrate IBI - Prairie	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Prairie Forest Rivers	20.2	0		0.29	31	0.3		0.69	41.8	0.7	63	1		
Macroinvertebrate IBI - Prairie	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Prairie Streams Glide-Pool	27.4	0		0.29	41	0.3		0.69	54.6	0.7	69	1		
Fish IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Rivers	29	0		0.29	38	0.3		0.69	47	0.7	67	1		
Fish IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Streams	35	0		0.29	47	0.3		0.69	56	0.7	61	1		
Fish IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Headwaters	23	0		0.29	42	0.3		0.69	58	0.7	68	1		
Fish IBI - Northern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Northern Coldwater	25	0		0.29	35	0.3		0.69	45	0.7	60	1		
Fish IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern River	38	0		0.29	49	0.3		0.69	60	0.7	71	1		
Fish IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern Streams	35	0		0.29	50	0.3		0.69	59	0.7	66	1		
Fish IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern Headwaters	33	0		0.29	55	0.3		0.69	62	0.7	74	1		
Fish IBI - Southern	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Southern Coldwater	37	0		0.29	50	0.3		0.69	63	0.7	82	1		
Fish IBI - Low Gradient	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Minnesota SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Minnesota SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Low Gradient	15	0		0.29	42	0.3		0.69	52	0.7	70	1		
Qual 4 - Biotic Index Mountain	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		6.53	0		0.29	5.62	0.3		0.69	4.73	0.7	3.29	1		
Qual 4 - Biotic Index Piedmont	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		6.92	0		0.29	5.85	0.3		0.69	5.18	0.7	4.3	1		
EPT Taxa Present - Mountains	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		10	0		0.29	19	0.3		0.69	28	0.7	36	1		
EPT Taxa Present - Piedmont	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		6	0		0.29	14	0.3		0.69	21	0.7	28	1		
EPT Taxa Present - Coastal Plain	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		5	0		0.29	12	0.3		0.69	18	0.7	24	1		
NCIBI Score - French Broad, Hiwassee, Little Tennessee, New, and Watauga River basins	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		21.15384615	0		0.29	33	0.3		0.69	48	0.7	60	1		
NCIBI Score - Broad, Catawba, Savannah, and Yadkin River basins	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		26.6	0		0.29	35	0.3		0.69	48	0.7	60	1		
NCIBI Score - Cape Fear, Neuse, Roanoke, and Tar-Pamlico River basins	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		North Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	North Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		25.1	0		0.2	33	0.3		0.6	46	0.7	60	1		
EPT Taxa Present - Blue Ridge Mountains	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		0	0		0.29	19	0.3		0.69	28	0.7	36	1		
EPT Taxa Present - Piedmont	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		0	0		0.29	14	0.3		0.69	21	0.7	28	1		
EPT Taxa Present - Southeastern Plains and Middle Atlantic Coastal Plain	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		0	0		0.29	5	0.3		0.69	10	0.7	15	1		
SC BI Score - Bioassessment Class 1	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		-1	0		0.29		0.3		0.69	0.05	0.7	1	1		
SC BI Score - Bioassessment Class 2	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		-1	0		0.29		0.3		0.69	0.002	0.7	1	1		
SC BI Score - Bioassessment Class 3	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		-1	0		0.29		0.3		0.69	0.005	0.7	1	1		
SC BI Score - Bioassessment Class 4	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		South Carolina SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	South Carolina SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		-1	0		0.29		0.3		0.69	0.3	0.7	1	1		
mIBI	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Wisconsin SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		0	0		0.29	2.5	0.3		0.69	5	0.7	7.5	1		
Hilsenhoff Biotic Index (HBI)	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Wisconsin SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available		10	0		0.29	6.5	0.3		0.69	4.5	0.7	3.5	1		
fIBI	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Wisconsin SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Coldwater	0	0		0.29	30	0.3		0.69	60	0.7	90	1		
fIBI	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Wisconsin SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Coolwater	0	0		0.29	30	0.3		0.69	50	0.7	70	1		
fIBI	Detailed	Population support	Standard fish/macroinvertebrate bioassessment sampling and scoring; state biomonitoring databases.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Biological integrity metric (IBI/MMI/OE) indicating whether habitat and water quality support native aquatic communities.	"Context: Channel
Method: Field (bioassessment) and/or Desktop (existing scores)"	Collect biological samples per state protocol, calculate the relevant index (IBI/MMI/RIVPACS O/E), and compare to SQT thresholds for the appropriate region/biotype.	Wisconsin SQT; State biomonitoring protocols and databases; EPA Water Quality Portal biological results where available	Warmwater	0	0		0.29	30	0.3		0.69	50	0.7	65	1		
Fish Abundance	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wisconsin SQT; State fisheries survey methods; long-term monitoring records where available	Adult Smallmouth Bass (Native)	0	0		0.29		0.3		0.69	28	0.7	98	1		
Fish Abundance	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wisconsin SQT; State fisheries survey methods; long-term monitoring records where available	Adult and Yearling Brown Trout	0	0		0.29		0.3		0.69	533	0.7	1860	1		
Fish Abundance	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wisconsin SQT; State fisheries survey methods; long-term monitoring records where available	Adult and Yearling Brook Trout (Native)	0	0		0.29		0.3		0.69	380	0.7	1306	1		
Fish Abundance	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wisconsin SQT; State fisheries survey methods; long-term monitoring records where available	Lake Superior Trout YoY	0	0		0.29		0.3		0.69	300	0.7	900	1		
